Nome,Instituição,Lider 1,Lider 2,Área
"CCE (ComunicaÃ§Ã£o, ComputaÃ§Ã£o e EducaÃ§Ã£o)",UNIP,Amanda Luiza dos Santos Pereira,,Comunicação
"CCFP - Grupo de estudos e pesquisas em Currículo, Conhecimentos e Formação de Professores",UFF,Lisete Jaehn,,Educação
"CCPPM - Conhecimentos, Crenças e Práticas de Professores que ensinam Matemática",UNICSUL,Edda Curi,Suzete de Souza Borelli,Educação
CCSC - Centro de Ciência de Segurança Computacional,UFPR,Michele Nogueira Lima,Aldri Luiz dos Santos,Ciência da Computação
CDHPC - Clínica de Direitos Humanos e Processo Coletivo,FAP-CE,Roberta Marina Cioatto,André Soares Oliveira,Direito
CDO - Capacidades Dinâmicas e Desempenho Organizacional,UNICENTRO,João Francisco Morozini,,Administração
CDPRO Makerspace - Centro de Desenvolvimento e Prototipagem Maker para Inovação em Engenharia e Saúde,UFSCAR,Daniel Braatz Antunes de Almeida Moura,Renato Luvizoto Rodrigues de Souza,Engenharia de Produção
CEA/Grupo de Pesquisas em Economia Aplicada,UFBA,André Luís Mota dos Santos,Vinícius de Araújo Mendes,Economia
"CEA: Celulose, Energia e Ambiente",UNESP,Danielle Goveia,Gustavo Ventorim,Química
CEAGE - Centro de Estudos de Aprimoramento da Gestão Escolar,FUCAPE,Marcia Juliana d'Angelo,,Administração
CEAMAZON - Centro de Excelência em Eficiência Energética e Qualidade da Energia Elétrica da Amazônia,UFPA,Thiago Mota Soares,Maria Emilia de Lima Tostes,Engenharia Elétrica
"CEAMECIM - Comunidades Aprendentes em Educação Ambiental, Ciências e Matemática",FURG,Charles dos Santos Guidotti,Valmir Heckler,Educação
CEAMM - Centro de Estudos dos Acervos Musicais Mineiros,UFMG,Edite Maria Oliveira da Rocha,Mauricio Freire Garcia,Artes
CEASUP - Centro de Estudos Avançados em Supply Chain,UFRGS,Ricardo Augusto Cassel,,Engenharia de Produção
CEAT - CENTRO DE ESTUDOS E ANÁLISES TRIBUTÁRIAS,FUCAPE,Rogério Dias Correia,,Administração
CEATECH - Technology Development in Cognitive and Emotional Analysis,PUC Minas,Rosilane Ribeiro da Mota,,Ciência da Computação
CEATS - Centro de Empreendedorismo Socioambiental e Administração em Terceiro Setor,USP,Graziella Maria Comini,,Administração
CEBDOF - Centro de Estudos em Bruxismo e Dor Orofacial em Odontopediatria,UNICSUL,Adriana de Oliveira Lira,,Odontologia
"CEBID JUSBIOMED - Grupo de Pesquisa em Bioética, Biodireito e Direito Médico UCSAL",UCSAL,Ana Thereza Meireles Araújo,,Direito
"CEBID JUSBIOMED - Grupo de Pesquisa em Bioética, Biodireito e Direito Médico UNEB",UNEB,Ana Thereza Meireles Araújo,,Direito
"CEBID JUSBIOMED PUC Minas - Bioética, Biodireito e Direito Médico",PUC Minas,Maria de Fátima Freire de Sá,Bruno Torquato de Oliveira Naves,Direito
"CEBID JUSBIOMED UFOP - Grupo de Pesquisa em Bioética, Biodireito e Direito Médico",UFOP,Iara Antunes de Souza,,Direito
CEBRID - Centro Brasileiro de Informações sobre Drogas Psicotrópicas,UNIFESP,Elisaldo Luiz de Araujo Carlini,,Farmacologia
CEBRID - Centro Brasileiro de Informações sobre Drogas Psicotrópicas,UNIFESP,Elisaldo Luiz de Araujo Carlini,,Saúde Coletiva
CEC - Centro de Estudos de Direito de Empresa e Crise,USP,Francisco Satiro de Souza Junior,,Direito
CECAP - Criando Evidências sobre Casas de Parto,USP,Christiane Borges do Nascimento Chofakian,,Enfermagem
CECOG - Centro de Estudos em Contabilidade Gerencial,FUCAPE,Aridelmo José Campanharo Teixeira,,Administração
CeconTech - Inovação Tecnológica em Oncologia,FCECON,Leidiane Mendes Brito Cacciola,Sthéfanny Caroline Mendes Azevedo,Medicina
CECORP,USP,Margarida Maria Krohling Kunsch,Luiz Alberto de Farias,Comunicação
CECULT - Centro de Pesquisa em História Social da Cultura,UNICAMP,Fernando Teixeira da Silva,Lucilene Reginaldo,História
CEDA - Centro de Estudos em Democracia Ambiental,UFSCAR,Celso Maran de Oliveira,,Direito
"CEELLE - Centro de Estudos em Ensino, Leitura, Literatura e Escrita",UFGD,Célia Regina Delácio Fernandes,,Letras
"CEFALA - Centro de Estudos da Fala, Acústica, Linguagem e Música",UFMG,Hani Camille Yehia,Adriano Vilela Barbosa,Engenharia Elétrica
CEFEIDAS: Centro de Estudos e pesquisas históricas e Filosóficas da ciência e em Educação em Astronomia,UTFPR,Camila Maria Sitko,,Educação
CEFI - Comitê de Estudos de Fenômenos Informacionais,UEL,Ilemar Christina Lansoni Wey Berti,Decio Wey Berti Junior,Ciência da Informação
"CEFORT - Comunicação, Tecnologia e Cultura na Educação Presencial e a Distância",UFAM,Zeina Rebouças Corrêa Thomé,Luiz Carlos Cerquinho de Brito,Educação
CEGI - Centro de Estudos em Games e Internet,UNIFESP,Vanessa Andrade Pereira,,Comunicação
CEHERB - CENTRO DE HERBOLOGIA,UFPEL,Dirceu Agostinetto,Luis Antonio de Avila,Agronomia
CEIAE - Centro de Estudo e Intervenção na Área do Envelhecimento,UFBA,Lilian Barbosa Ramos,Anna Karla Carneiro Roriz,Saúde Coletiva
CEIbero - Cultura e Educação nos Impérios Ibéricos,UFMG,Thais Nivia de Lima e Fonseca,Antonio Cesar de Almeida Santos,História
CELAT - Centro de Excelência Latino Americano em Turismologia,UFJF,Thiago Duarte Pimentel,Mariana Pereira Chaves Pimentel,Turismo
CELEBRA - Desenvolvimento de Pessoas,UFMA,Adriana de Lima Reis Araújo,Tadeu Gomes Teixeira,Administração
Celeridade Processual,UFF,Jean Albert de Souza Saadi,,Direito
"Células Germinativas: Biologia, Desenvolvimento e Toxicidade",UNIFESP,Samara Urban de Oliva,Sandra Maria Miraglia,Morfologia
Células Progenitoras e Terapia Celular,USP,Carlos Eduardo Ambrósio,,Medicina Veterinária
Células Tronco e Regeneração Tecidual,UFSC,Andrea Goncalves Trentin,Ricardo Castilho Garcez,Morfologia
Células Tronco e Selante de Fibrina,UNESP,Rui Seabra Ferreira Junior,Benedito Barraviera,Medicina
CÉLULAS-TRONCO E ENGENHARIA DE TECIDOS,ULBRA,Melissa Camassola,,Biotecnologia
Células-tronco e Epigenética em Doenças Metabólicas,UNICSUL,Laureane Nunes Masi,,Fisiologia
Células-tronco e Nanotecnologia para a Engenharia de Tecidos,UFRGS,Patricia Helena Lucas Pranke,,Farmácia
Células-tronco em Câncer de Cabeça e Pescoço,USP,Camila de Oliveira Rodini Pegoraro,,Odontologia
CÉLULAS-TRONCO EM MODELOS EXPERIMENTAIS,UERJ,Alessandra Alves Thole,Erika Afonso Costa Cortez Marques,Morfologia
Células-tronco Neurais,UnB,Daniela Mara de Oliveira,,Morfologia
"Células-tronco, Bioestimulação e Reparo Tecidual.",UFU,Leticia de Souza Castro Filice,,Medicina
"Células-tronco, Engenharia de Tecidos, Terapia Celular e Transplante",UFMS,Rodrigo Juliano Oliveira,Andreia Conceição Milan Brochado Antoniolli da Silva,Medicina
CEMACOM - Centro de Mecânica Aplicada e Computacional,UFRGS,Samir Maghous,Eduardo Bittencourt,Engenharia Civil
CeMAD - Centro de Microeconometria e Análise de Dados,UFPEL,Daniel de Abreu Pereira Uhr,Julia Gallego Ziero Uhr,Economia
CEManTIKA - Grupo de Pesquisa em Sistemas Colaborativos e Computação Sensível ao Contexto,UFBA,Vaninha Vieira dos Santos,,Ciência da Computação
CEMAR - Centro de Estudos em Economia do Meio Ambiente e Recursos Naturais,USP,Ariaster Baumgratz Chimeli,,Economia
CEME - Centro de Pesquisa em Marketing e Estratégia,FUCAPE,Emerson Wagner Mainardes,,Administração
"CEMEF - Centro de Estudos sobre Memória da Educação Física, do Esporte e do Lazer",UFMG,Meily Assbú Linhales,Vitor Lucas de Faria Pessoa,Educação Física
CEMI - Centro de Estudos em Manejo e Sistemas Florestais Integrados,UFOPA,Rafael Rode,Daniela Pauletto,Recursos Florestais e Engenharia Florestal
CEMI - Centro de Estudos Interdisciplinares sobre Migração e Imagem,MACKENZIE,Suzana Ramos Coutinho,,Antropologia
CEMOPE - Centro de Memória Oral e Pesquisa em História,FURB,Cristina Ferreira,,História
CEMOS - Centro de Estudos e Marketing para Organizações Socais,FUCAPE,Emerson Wagner Mainardes,,Administração
"CEMPI - Centro de Estudos em Mercados, Gestão da Produção e Inovação",UFRPE,Marcos Felipe Falcao Sobral,Ana Regina Bezerra Ribeiro,Administração
CEMUPE- Centro de Musicologia de Penedo,UFAL,Marcos dos Santos Moreira,Alexandre Alberto Silva Andrade,Artes
"CENA - Comunicação, Enunciação e Narrativas",UMESP,Mateus Yuri Ribeiro da Silva Passos,Jaqueline Lemos Martins,Comunicação
CENA SANKOFA - Núcleo de estudos das corporeidades e saberes tradicionais na cena contemporânea,UnB,Jonas de Lima Sales,,Artes
Cenáculo: Estudos de Outras Literaturas Vernáculas,UEL,Silvio Cesar dos Santos Alves,Telma Maciel da Silva,Letras
Cenáculo: fluxos e afluxos da Geração de 70,UEL,Silvio Cesar dos Santos Alves,Antonio Augusto Nery,Letras
Cenários de riscos de desastres com impactos em infraestruturas críticas,CEMADEN,Leonardo Bacelar Lima Santos,,Ciências Ambientais
Cenatra - Centro de Atendimento ao Traumatismo Raquimedular,USP,Tarcísio Eloy Pessoa de Barros Filho,Raphael Martus Marcon,Medicina
CENCIB - Centro Interdisciplinar de Pesquisas em Comunicação e Cibercultura,PUC/SP,Eugênio Rondini Trivinho,,Comunicação
CENFOBS - GRUPO DE ESTUDOS EM ENFERMAGEM OBSTETRICA,UNIFESP,Erika de Sá Vieira Abuchaim,Maria Cristina Gabrielloni,Enfermagem
CENTELHA - CENTRO DE ESTUDOS POLÍTICOS E SOCIAIS,IFCE,David Moreno Montenegro,,Sociologia
Center For Accounting Studies in Brazil - CASB,USP,Ricardo Luiz Menezes da Silva,,Administração
Center For Accounting Studies in Brazil - CASB,USP,Ricardo Luiz Menezes da Silva,Paula Carolina Ciampaglia Nardi,Administração
Center for Advanced and Sustainable Technologies (CAST),UNESP,José Augusto de Oliveira,Aldaya Ivan,Engenharia Elétrica
Center for Corneal Injury Prevention Research and Development (CeCIPReD) / Centro de Pesquisa e Desenvolvimento para Prevenção de Lesão na Córnea,USP,Patrícia Rezende do Prado,,Enfermagem
Center for Empirical Studies in International Economics,UNISINOS,Magnus dos Reis,,Economia
Center for International Business Education and Research at São Judas University - CIBER USJT,USJT,Marco Antonio Sampaio de Jesus,,Administração
"Center for Studies in Environmental, Chemical and Energy Technologies",UNESP,Leandro Ferreira Pinto,Marcela Prado Silva Parizi,Engenharia de Energia
Center of Research in Fire Ecology and Management (ECOFIRE),UFES,Nilton Cesar Fiedler,,Recursos Florestais e Engenharia Florestal
Cento Multiusuário de Inovação Biomolecular,UNESP,Raghuvir Krishnaswamy Arni,Vasco Ariston de Carvalho Azevedo,Biofísica
"Central de Análise de Fármacos, Medicamentos e Alimentos - CAFMA",UNIVASF,Larissa Araújo Rolim,,Farmácia
Centre de recherche international sur la formation et la profEssion enseignante - Brasil (CRIFPE-Brasil) / Centro de Pesquisa Internacional sobre a Formação e a Profissão Docente - Brasil,UNESP,Samuel de Souza Neto,Denise Gisele de Britto Damasco,Educação
"Centre for Pain, Health and Lifestyle Brazil",UNICID,Bruno Tirotti Saragiotto,Tiê Parma Yamato,Fisioterapia e Terapia Ocupacional
Centre for Research on Toxinology,UNOESTE,Rafael Stuani Floriano,,Farmacologia
Centro Aplicado de Inteligência em Cibersegurança (CAIC),UFRA,Allan Douglas Bento da Costa,,Ciência da Computação
"Centro Avançado em Sustentabilidade, Ecossistemas Locais e Governança (Casulo Coppe)",UFRJ,Amanda Fernandes Xavier Pedrosa,,Engenharia de Produção
Centro Baiano de Pesquisa em Antropologia Médica (CBPAM),UFBA,Paulo Rogers da Silva Ferreira,,Antropologia
Centro Brasileiro de Conformação Mecânica/Metal Forming,UFRGS,Lirio Schaeffer,Alberto Moreira Guerreiro Brito,Engenharia de Materiais e Metalúrgica
Centro Brasileiro de Estudos Africanos - CEBRAFRICA,UFRGS,Analúcia Danilevicz Pereira,Paulo Gilberto Fagundes Visentini,História
Centro Brasileiro de Estudos Constitucionais - CBEC,UniCEUB,Lilian Rose Lemos Rocha,Carlos Augusto Ayres de Freitas Britto,Direito
Centro Brasileiro de Estudos Durkheimianos,UFRGS,Raquel Andrade Weiss,Rafael Faraco Benthien,Sociologia
Centro Brasileiro de Estudos em Direito e Religião - CEDIRE,UFU,Rodrigo Vitorino Souza Alves,,Direito
Centro Brasileiro de Estudos em Direito e Religião - CEDIRE,UFU,Rodrigo Vitorino Souza Alves,,Direito
Centro Brasileiro de Pesquisa Aplicada à Primeira Infância - CPAPI,INSPER,Naercio Aquino Menezes Filho,,Medicina
"CENTRO BRASILEIRO DE PESQUISA SOBRE A TEORIA DA JUSTIÇA DE AMARTYA SEN: Interfaces com direito, políticas de desenvolvimento e democracia.",ATITUS,Neuro José Zambam,,Direito
Centro Brasileiro de Pesquisa sobre Resultados em Saúde (CEBRAS),ESCS,Francino Machado de Azevedo Filho,,Enfermagem
Centro Brasileiro de Pesquisas Baseadas em Evidências,UFSC,Graziela De Luca Canto,,Odontologia
Centro Ciro Cardoso de Pesquisa do Pré-Capitalismo (CCCP-PréK),UFF,Mário Jorge da Motta Bastos,,História
Centro Cirúrgico-Central de Material Esterilizado,FHAJ,Sidney Raimundo Silva Chalub,,Medicina
Centro Colaborador em Alimentação e Nutrição do Escolar do Estado de Santa Catarina (CECANE-SC),UFSC,Francisco de Assis Guedes de Vasconcelos,Cristine Garcia Gabriel,Nutrição
Centro de Análise de Conjuntura Econômica e Social - CACES,UESC,Sérgio Ricardo Ribeiro Lima,Socrates Jacobo Moquete Guzman,Economia
Centro de Análise de Dados Econômico-espaciais ¿ CADÊ,UFMG,Pedro Vasconcelos Maia do Amaral,,Planejamento Urbano e Regional
"Centro de Análise de Instituições, Políticas e Reflexões da América, da África e da Ásia (CAIPORA)",UNIRIO,Guilherme Simões Reis,Fabricio Pereira da Silva,Ciência Política
Centro de Análise do Cinema e do Audiovisual (CENA),UFSCAR,Alessandra Meleiro,,Artes
Centro de Análise do Desenvolvimento,UNIFESP,Luciana Rosa de Souza,Claudia Alessandra Tessari,Economia
Centro de Antropologia e Arqueologia Forense,UNIFESP,Edson Luis de Almeida Teles,,Antropologia
Centro de Atenção ao Assoalho Pélvico - CAAP,EBMSP,Patrícia Virgínia Silva Lordêlo Garboggini,Maria Clara Neves Pavie Cardoso,Fisioterapia e Terapia Ocupacional
Centro de Biologia Molecular Estrutural,UFSC,Hernan Francisco Terenzi,Vanessa Almeida de Oliveira,Bioquímica
Centro de busca de biomoléculas ativas aplicadas às Ciências Biológicas e Saúde,UNEMAT,André Franco Cardoso,Rogério Benedito da Silva Añez,Bioquímica
Centro de Catálise e Química Verde,FEI,Rodrigo Cella,,Engenharia Química
Centro de Ciência Social Histórica sobre Desigualdades Globais,UFF,Leonardo Marques,Daniel de Mello Sanfelici,História
Centro de Ciências da Conservação e Sustentabilidade do Rio,PUC-Rio,Bernardo Baeta Neves Strassburg,Agnieszka Ewa Latawiec,Ciências Ambientais
Centro de Ciências da Conservação e Sustentabilidade do Rio,PUC-Rio,Agnieszka Ewa Latawiec,,Ciências Ambientais
Centro de Competência em Manufatura,ITA,Alfredo Rocha de Faria,,Engenharia Mecânica
Centro de Competência em Software Livre da UFPA,UFPA,Filipe de Oliveira Saraiva,Gustavo Henrique Lima Pinto,Ciência da Computação
Centro de Competências em Soluções Livres - CCSL IFRN,IFRN,Max Miller da Silveira,Moisés Cirilo de Brito Souto,Ciência da Computação
Centro de Conservação e Manejo de Fauna da Caatinga (CEMAFAUNA),UNIVASF,Patricia Avello Nicola,Leonardo Barros Ribeiro,Ecologia
Centro de Controle de Intoxicações de Maringá,UEM,Simone Aparecida Galerani Mossini,Samuel Botião Nerilo,Saúde Coletiva
"CENTRO DE CULTURAS JURÍDICAS COMPARADAS, INTERNACIONALIZAÇÃO DO DIREITO E SISTEMAS DE JUSTIÇA: atores, fatores e processos entre mundialização e cosmopolitismo jurídico",UNISINOS,Jânia Maria Lopes Saldanha,,Direito
Centro de Desenvolvimento em Sistemas de Informação e Decisão,UFPE,Ana Paula Cabral Seixas Costa,Eduarda Asfora Frej,Engenharia de Produção
Centro de Desenvolvimento Infantil CEDI-FMUSP,USP,Alexandra Valeria Maria Brentani,Sandra Josefina Ferraz Ellero Grisi,Medicina
"Centro de desenvolvimento, ensaios farmacêuticos e grupo de pesquisa em nanotecnologia (CEDEFAR-GPNANO)",UFC,Josimar de Oliveira Eloy,Raquel Petrilli Eloy,Farmácia
Centro de Diagnóstico e Pesquisa em Patologia Aviária (CDPA),UFRGS,Vladimir Pinheiro do Nascimento,,Medicina Veterinária
Centro de Documentação e Estudos Avançados sobre Memória e Patrimônio de Rondônia (CDEAMPRO),UNIR,Lilian Maria Moser,Mara Genecy Centeno Nogueira,História
Centro de Documentação e Estudos Memórias do Sul da Bahia,UFSB,Pablo Antunha Barbosa,,Antropologia
Centro de Documentação e Pesquisa em História CEDOPE,UFPR,Antonio Cesar de Almeida Santos,Hector Rolando Guerra Hernandez,História
Centro de Ecologia e Conservação Animal (ECOA),UCSAL,Marcelo Cesar Lima Peres,Moacir Santos Tinôco,Ecologia
Centro de Energias Renováveis da UNITAU,UNITAU,Gilberto Fisch,Ederaldo Godoy Júnior,Geociências
Centro de Ensino e Estudos em Língua(gem) e Literatura da UPE - CELLUPE,UPE,Maria do Rosário da Silva Albuquerque Barbosa,Amara Cristina de Barros e Silva Botelho,Lingüística
Centro de Ensino e Pesquisa em Inovação - CEPI FGV DIREITO SP,FGV,Marina Feferbaum,Alexandre Pacheco da Silva,Direito
"CENTRO DE ENSINO, PESQUISA E EXTENSÃO EM CIÊNCIAS HUMANAS - CEPECH",IFPR,Reinaldo Benedito Nishikawa,,Educação
Centro de Estudo e Pesquisa em Matemática e Educação Matemática - CEPEMEM,IFBA,Flávio de Ligório Silva,,Educação
CENTRO DE ESTUDO E PESQUISA EM SAÚDE COLETIVA - CEPESCO,UNIR,Katia Fernanda Alves Moreira,Daiana Evangelista Rodrigues Fernandes,Saúde Coletiva
"Centro de Estudo em Gerontologia, Extensão e Pesquisa no Amazonas",UEA,Jefferson Jurema,,Saúde Coletiva
Centro de Estudo e Pesquisa em Educação Matemática e Ensino de Ciências do Sul do Piauí - CEPEM-Sul,IFPI,Cleonice Moreira Lino,Antonio de Alencar Costa Silva,Educação
CENTRO DE ESTUDO SOBRE LUDICIDADE E LAZER (CELULA),UFC,Marcos Teodorico Pinheiro de Almeida,,Educação
Centro de Estudos Business Analytics and Economics BAE Research Unit,UFRJ,Peter Fernandes Wanke,Otávio Henrique dos Santos Figueiredo,Administração
Centro de Estudos Agrários e do Trabalho,UEPB,Edvaldo Carlos de Lima,,Geografia
Centro de Estudos Agroambientais da América Contemporânea,UNIRIO,Vanderlei Vazelesk Ribeiro,María Verónica Secreto de Ferreras,História
CENTRO DE ESTUDOS AMBIENTAIS UNIARA,UNIARA,Vanessa Colombo Corbi,Guilherme Rossi Gorni,Ecologia
Centro de Estudos Árabes e Islâmicos,UFABC,Mohammed Nadir,,Ciência Política
"Centro de Estudos Avançados em Colheita, Exploração, Estradas, Transporte e Logística Florestal",UFMT,Mariana Peres de Lima Chaves e Carvalho,Samuel de Pádua Chaves e Carvalho,Recursos Florestais e Engenharia Florestal
